y,a,c02,c03,c04,c05,c06,c07,n01,n02,n03,n04
0,0,0,0,0,0,1,0,0,0,0,0
1,0,1,0,0,0,0,0,1,0,271,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,1,0,0,0,0,0
0,1,2,0,0,0,1,0,1,0,69,0
0,0,0,1,1,0,1,1,1,0,87,0
1,1,0,0,0,0,1,0,2,0,0,0
1,0,5,0,0,1,0,0,1,0,55,0
1,0,2,2,0,1,1,0,1,0,222,363
0,0,0,0,1,0,0,0,0,0,0,0
1,0,0,2,0,0,1,0,1,0,0,0
0,0,4,2,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,1,1,0,1,0,0,317,0,0
0,0,1,0,1,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,59,0
1,0,1,2,0,0,0,0,1,0,0,0
1,0,0,0,0,0,1,0,3,0,84,0
1,0,0,1,0,0,1,1,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0,2,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0,0,0,29,0
0,0,0,0,1,0,1,0,1,0,10,0
1,0,3,0,0,0,0,0,2,0,0,0
0,0,0,2,0,0,1,0,0,0,28,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,1,0,0,0,1,69,110,0
1,0,4,0,0,0,1,1,3,7,279,0
1,0,0,0,0,0,0,0,0,0,325,0
1,1,2,0,0,1,0,0,3,0,0,0
0,0,1,0,0,0,1,0,1,0,0,0
1,0,0,2,0,0,0,0,0,0,0,0
0,1,0,2,0,0,0,0,2,0,0,0
0,1,2,0,0,0,0,0,3,1,0,0
1,0,0,0,1,0,1,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,0,0,0,0,3,0,0,0
0,0,4,1,1,0,0,0,1,0,0,0
1,0,0,2,1,0,0,0,1,0,1,0
1,0,1,2,0,0,0,0,2,0,61,0
0,0,0,0,0,0,0,0,1,0,0,0
1,0,2,1,1,0,0,0,0,0,0,0
0,0,0,2,0,0,1,0,1,0,0,0
1,0,0,0,0,0,0,0,1,0,33,0
1,1,0,2,0,0,1,0,1,0,56,0
0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,2,1,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,1,0,359,0
1,0,4,1,1,0,0,0,2,0,0,0
1,1,0,0,0,0,1,1,3,0,0,0
0,1,0,1,1,0,0,0,0,0,0,0
1,0,0,1,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,117,0
0,0,0,1,1,0,0,0,1,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,2,1,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0,0,0,0,0
0,0,2,1,1,0,0,0,3,0,0,0
0,0,0,2,1,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,1,0,0,0
1,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0
1,0,1,0,0,0,1,0,3,25,214,0
0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,2,0,0,1,0,1,0,8,0
1,0,0,2,1,0,1,0,1,0,0,0
1,0,2,0,1,0,0,0,0,0,72,0
0,0,0,2,0,0,0,0,0,0,69,0
1,0,0,0,0,0,1,0,1,0,0,0
0,0,0,2,1,0,0,0,1,0,189,0
0,0,0,0,0,0,1,0,1,23,114,0
0,0,3,1,0,0,1,0,3,0,131,0
0,1,1,0,0,0,0,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,1,0,0,8,0,0
1,1,1,0,0,0,1,0,2,172,27,0
0,1,1,1,0,0,0,0,3,0,10,0
1,0,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,56,0
0,0,0,2,1,0,0,0,0,0,1,0
0,1,0,1,1,0,0,0,0,0,0,0
0,0,0,1,1,0,0,0,0,0,3,0
1,0,0,0,1,0,1,0,0,0,112,0
0,0,0,0,0,0,0,0,1,0,30,0
0,1,1,2,1,0,0,0,1,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0
1,0,1,0,1,0,0,0,0,0,0,0
1,0,0,2,1,0,0,0,0,0,0,0
0,1,0,2,1,0,0,0,3,0,24,0
0,0,1,1,0,0,1,1,1,0,0,0
1,0,3,0,0,0,0,0,3,0,12,0
0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,0,1,0,0,0,1,0,0,0
0,1,0,1,1,0,1,0,0,0,1309,0
0,0,0,2,0,0,1,0,1,8,110,0
1,0,0,1,0,0,0,0,0,6,0,0
0,0,1,2,0,0,0,0,2,0,0,0
1,0,0,2,1,0,0,0,0,0,0,0
0,0,0,2,1,0,0,0,1,0,0,0
0,0,1,1,1,0,0,0,3,0,0,0
0,1,1,0,1,0,1,0,3,0,10,0
0,0,0,2,0,0,0,0,0,0,82,0
0,1,3,1,1,0,1,1,0,0,0,0
0,0,3,1,0,0,1,0,2,8,84,0
0,0,0,0,0,0,0,0,2,0,0,0
0,0,0,2,0,0,1,0,0,0,4,0
0,0,0,2,0,0,1,0,0,0,24,0
1,1,0,2,0,0,0,0,0,0,132,0
1,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0,2,0,0,0
0,0,0,2,0,0,1,0,0,0,0,0
0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,161,0
0,0,0,2,0,0,0,0,1,0,18,0
0,0,0,2,0,0,0,0,1,0,0,0
1,0,1,1,1,0,1,0,1,88,77,0
0,0,0,0,0,0,1,1,1,0,607,0
0,1,0,2,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,4,31,0
0,0,2,0,1,0,0,0,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,53,0
0,0,0,1,1,0,1,0,2,0,0,0
1,0,0,0,0,0,0,0,1,0,0,0
1,0,0,1,0,0,0,0,0,0,6,0
1,0,0,0,0,0,0,0,0,0,0,0
0,0,1,2,1,0,0,0,1,0,0,0
0,0,0,2,0,0,0,0,0,0,45,0
1,0,3,2,0,0,0,0,1,0,67,0
1,0,1,0,1,0,0,0,2,0,0,0
1,0,0,0,0,0,0,0,1,0,0,0
0,0,0,2,0,0,0,0,0,0,17,0
0,0,0,1,0,0,1,0,0,0,0,0
0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,81,0
0,0,1,1,1,0,0,0,1,0,0,0
1,1,0,0,0,0,0,0,1,0,9,0
0,0,1,2,1,0,0,0,1,0,0,0
1,0,0,1,0,0,0,0,1,0,0,0
0,0,0,2,0,0,1,0,0,0,0,0
0,0,3,0,0,0,0,0,1,0,0,0
1,0,0,0,0,0,1,1,0,0,0,0
1,0,0,1,0,0,1,0,1,0,240,0
0,0,0,0,1,0,0,0,2,0,156,0
0,0,0,1,0,0,1,0,0,0,131,0
0,0,2,0,0,0,0,0,1,0,198,0
0,1,0,1,1,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,2,0,0,0
0,0,0,2,1,0,0,0,0,0,0,0
0,1,0,0,0,0,1,0,0,0,0,0
0,0,1,1,0,0,0,0,3,0,0,0
1,0,1,2,0,0,1,0,1,11,177,0
1,0,0,2,0,0,1,0,0,157,1352,0
0,0,2,2,0,0,0,0,1,0,184,0
1,0,1,1,0,0,0,0,2,0,0,0
1,0,0,1,0,0,1,1,1,0,254,0
0,0,0,0,1,0,0,0,0,0,0,0
1,0,1,1,0,0,0,0,0,0,0,0
0,0,3,2,0,0,0,0,1,0,0,0
0,0,0,1,0,0,0,0,2,0,344,0
1,0,0,2,1,0,0,0,0,0,182,0
0,0,0,0,0,0,0,0,1,5,5,0
1,1,4,0,0,0,1,0,3,252,96,0
1,0,1,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,1,0,1,0,71,0
0,1,0,0,0,0,0,0,3,0,0,0
0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,17,0
0,0,0,2,0,0,1,0,1,0,0,0
0,0,3,0,1,0,1,0,0,0,0,0
0,0,0,2,0,0,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,562,0
0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,2,0,0,0,0,1,0,187,0
0,0,0,0,1,0,1,0,2,12,22,205
0,0,0,0,0,0,0,0,1,0,51,0
0,0,0,0,1,0,0,0,0,0,61,0
0,0,0,0,0,0,0,0,1,0,387,0
0,0,0,0,1,0,0,0,0,0,2,0
0,0,0,0,0,0,1,1,0,0,71,0
0,0,0,0,1,0,0,0,1,0,0,0
0,0,0,2,0,0,1,0,0,0,166,0
1,0,1,0,0,1,1,0,3,0,318,251
0,0,5,2,0,0,0,0,0,0,17,0
1,0,1,0,0,1,0,0,2,0,307,465
0,0,0,0,1,0,0,0,0,11,86,0
1,0,5,1,0,1,1,1,3,1239,2257,206
0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,3,0
1,1,2,2,0,1,1,0,2,0,0,413
0,0,1,2,1,0,0,0,1,0,0,0
1,1,0,0,1,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,1,42,373,0
1,1,0,1,0,0,1,0,3,153,0,0
0,1,4,1,0,0,0,0,0,0,0,0
1,1,1,0,0,1,1,0,3,0,41,395
1,0,0,2,1,0,0,0,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0
1,0,1,0,0,1,0,0,1,0,0,935
0,0,0,0,0,0,0,0,1,0,0,0
1,0,1,2,1,0,0,0,1,0,411,0
0,0,2,1,0,0,0,0,0,0,0,0
1,0,0,1,1,0,1,0,2,0,255,0
0,0,0,1,0,0,0,0,0,0,0,0
0,1,0,1,0,0,1,0,0,1,14,0
1,0,2,0,0,1,0,0,3,0,80,0
0,0,1,0,1,0,0,0,1,0,0,0
0,0,0,1,0,0,1,0,1,0,0,0
0,0,0,0,1,0,1,0,3,0,178,0
1,0,0,0,0,0,1,0,1,0,0,0
1,0,0,0,1,0,1,0,1,0,0,0
0,0,2,0,0,0,0,0,1,0,0,0
0,0,0,1,0,0,0,0,2,0,0,0
1,0,0,2,0,0,1,0,1,0,1440,0
0,0,0,2,1,0,0,0,0,0,0,0
0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,1,0,0,0,0,0,5,0
1,0,0,1,0,0,0,0,2,0,0,0
0,1,4,1,0,0,0,0,0,0,0,0
0,0,3,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,2,0,0,1,0,3,6,258,0
0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,1,0,0,0
1,1,2,2,0,1,1,0,1,0,176,0
0,0,0,2,0,0,0,0,0,0,49,0
1,0,5,2,0,0,1,0,1,0,244,0
0,0,0,2,0,0,0,0,0,0,29,0
0,0,0,0,1,0,0,0,0,0,41,0
0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,2,1,0,0,0,0,0,0,0
0,1,0,0,1,0,0,0,0,0,0,0
0,0,0,2,1,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,2,0,0,1,0,1,0,0,0
0,0,3,2,0,0,1,0,1,0,14,0
0,0,0,1,0,0,1,0,0,89,224,0
0,1,4,0,0,0,1,1,2,0,394,0
0,0,0,0,1,0,0,0,0,0,0,0
0,1,0,0,1,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,2,0,0,0,0,1,138,797,0
1,0,3,1,1,0,1,0,0,0,16,0
1,0,1,1,1,0,0,0,3,0,1295,0
1,1,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,2,0,61,0
0,0,0,2,0,0,0,0,1,0,0,0
0,0,0,0,0,0,1,1,0,0,7,0
1,0,0,0,1,0,0,0,0,0,0,0
0,1,0,0,1,0,0,0,0,0,0,0
1,1,0,2,1,1,1,0,3,21,51,229
0,0,1,1,1,0,0,0,1,0,0,0
0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0
0,1,2,1,1,0,0,0,0,0,0,0
0,0,1,0,1,0,1,0,0,0,0,0
0,1,4,2,0,0,0,0,0,0,0,0
0,0,4,0,1,0,0,0,1,0,0,0
0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0,1,0,0,0
1,0,1,0,0,1,0,0,1,0,105,239
1,0,0,2,1,0,0,0,0,0,0,0
0,0,0,2,1,0,0,0,1,0,0,0
0,0,0,2,1,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,39,0
0,0,0,0,0,0,0,0,1,0,0,0
0,1,2,0,0,0,0,0,0,0,265,0
0,1,0,1,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,1,0,0,0,0,0
1,1,3,0,0,0,0,0,3,0,129,0
0,0,0,2,0,0,0,0,0,0,125,0
0,1,0,2,1,0,1,0,1,0,31,0
1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0
1,1,1,0,1,0,0,0,0,0,61,0
0,0,2,1,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,2,0,166,0
0,0,3,0,1,0,1,0,0,0,17,0
0,0,0,1,1,0,0,0,0,0,0,0
0,0,0,1,1,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
1,0,1,1,0,0,0,0,3,0,0,0
0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,2,1,0,0,0,0,0,0,0
0,1,3,1,0,0,0,0,0,0,0,0
1,0,2,2,0,0,0,0,1,0,86,0
0,0,2,0,0,0,0,0,0,0,4,0
0,0,0,2,0,0,1,1,1,55,168,0
0,0,0,2,1,0,1,0,0,0,30,0
0,1,0,0,0,0,0,0,3,18,80,0
0,1,0,0,0,0,0,0,3,0,0,0
0,0,3,0,1,0,0,0,0,0,0,0
0,0,2,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,1,0,21,0
1,0,0,2,0,0,0,0,1,0,0,0
1,0,1,0,0,0,1,0,0,0,167,0
0,0,0,1,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,1,0,1,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0
1,0,0,2,0,0,1,0,0,0,0,0
0,0,3,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,26,0
0,0,0,0,0,0,1,1,1,0,250,0
0,0,0,2,1,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,1,0,1,0,0,0,0,0
0,0,2,0,1,0,0,0,0,0,0,0
0,0,0,2,1,0,0,0,0,0,0,0
0,0,0,1,0,0,1,0,0,0,0,0
1,1,1,2,0,0,0,0,0,0,184,0
1,0,0,1,0,0,1,0,1,0,253,0
0,0,4,2,0,0,1,0,0,0,14,0
0,0,0,2,0,0,0,0,0,0,0,0
1,0,2,0,0,0,1,0,1,0,28,0
0,0,0,2,0,0,0,0,1,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,3,0,341,0
0,0,0,2,0,0,1,0,1,0,75,0
0,0,0,1,0,0,0,0,2,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,1,0,0,1,0,0,0,0,0
0,0,3,2,1,0,1,1,0,0,0,0
0,0,0,2,0,0,0,0,0,0,0,0
1,1,1,0,1,1,1,0,3,0,65,237
0,0,1,1,1,0,0,0,0,0,3,0
0,0,0,1,1,0,0,0,3,0,0,0
0,0,1,2,1,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0
0,1,0,1,0,0,1,0,1,139,345,0
1,0,0,0,0,0,1,1,2,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0
1,1,3,0,0,0,0,0,0,0,67,0
0,1,0,2,0,0,0,0,1,0,0,0
0,0,0,2,0,0,1,0,0,0,0,0
0,0,0,2,0,0,1,0,0,0,0,0
0,1,5,1,0,0,0,0,0,0,0,0
0,0,0,1,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,2,0,111,0
0,0,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,1,0,0,0
0,1,0,2,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,0,313,0
0,0,0,0,0,0,0,0,1,0,97,0
1,0,1,0,0,1,1,0,2,0,45,284
0,1,2,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,148,0
0,0,0,0,1,0,0,0,0,0,0,0
0,1,0,0,1,0,0,0,1,0,0,0
0,0,0,0,0,0,1,0,2,0,0,0
0,0,0,2,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,120,0
0,0,1,2,0,0,0,0,2,0,0,0
1,0,0,2,1,0,0,0,1,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,0,1,0,0,0,3,0,0,0
1,0,3,2,0,0,1,0,1,0,0,0
0,0,0,1,1,0,1,0,0,0,0,0
1,0,1,1,0,1,1,0,3,5,45,0
1,1,2,0,0,0,0,0,2,0,28,0
0,0,2,2,1,0,0,0,1,0,0,0
0,0,0,0,0,0,1,0,1,0,0,0
0,1,0,0,0,0,0,0,2,0,0,0
1,0,0,2,0,0,0,0,0,0,0,0
0,0,0,2,1,0,0,0,1,0,0,0
0,1,0,2,1,0,0,0,0,0,0,0
0,0,1,1,0,0,0,0,3,0,0,0
0,0,1,2,1,0,0,0,0,0,10,0
0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,1,0,0,0
1,1,0,1,0,0,1,0,0,96,0,0
1,0,1,0,0,1,0,0,2,36,161,0
1,0,1,0,0,0,0,0,2,495,159,0
0,0,0,1,1,0,1,1,1,0,345,0
0,0,3,0,0,0,0,0,2,0,0,0
0,0,1,0,0,0,0,0,3,0,22,0
0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,2,1,0,1,0,0,0,282,0
0,0,2,2,0,0,1,0,2,0,248,0
1,0,4,0,0,1,1,0,1,0,57,1072
1,0,0,0,0,0,1,0,1,0,399,0
1,0,0,1,1,0,0,0,0,0,0,0
0,0,1,0,0,0,1,0,1,0,36,0
1,1,1,2,0,0,0,0,2,32,74,0
0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,1,0,251,0
0,0,0,1,1,0,0,0,0,0,0,0
0,1,0,1,0,0,1,0,3,149,237,0
0,0,0,2,0,0,0,0,1,0,0,0
0,1,2,1,1,0,1,0,0,0,217,0
0,0,0,0,0,0,0,0,0,0,42,0
0,0,0,0,0,0,0,0,0,0,25,0
0,0,0,0,1,0,0,0,0,0,3,0
0,0,2,0,0,0,0,0,1,0,7,0
0,0,2,0,1,0,0,0,3,0,0,0
0,0,0,0,1,0,0,0,1,0,0,0
0,0,0,2,1,0,1,0,0,0,2,0
0,1,0,1,0,0,0,0,1,0,17,0
0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,1,1,0,0,0,0,0,4,0
0,0,2,0,0,0,0,0,0,4,664,0
0,0,0,2,0,0,0,0,0,0,0,0
0,1,3,1,1,0,0,0,3,0,45,0
1,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,1,0,1,0,0,0,0,0
0,0,0,1,0,0,1,0,1,0,393,0
1,0,2,0,0,0,1,0,3,0,0,0
1,0,2,1,0,0,1,0,0,0,2,0
1,1,3,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,1,0,69,0
0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,2,1,0,1,0,0,0,0,0
0,0,1,1,0,0,0,0,3,20,0,0
0,1,1,0,1,0,0,0,0,0,29,0
0,0,0,0,1,0,0,0,0,0,0,0
0,0,2,0,1,0,1,0,1,0,20,0
0,0,2,0,1,0,0,0,0,0,0,0
0,0,2,2,1,0,0,0,0,0,0,0
0,1,0,0,1,0,1,0,0,0,71,0
0,0,1,0,1,0,0,0,2,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,1,0,0,0
0,0,1,1,1,0,0,0,0,0,98,0
0,0,0,2,0,0,1,1,0,0,195,0
1,0,0,1,0,0,0,0,0,140,0,0
1,0,1,0,0,1,0,0,1,0,158,664
0,0,0,0,1,0,1,0,0,0,0,0
0,0,2,0,1,0,0,0,1,0,0,0
1,1,0,1,0,0,0,0,2,20,163,0
1,0,0,1,0,0,1,0,2,0,60,0
0,0,0,2,0,0,0,0,0,0,0,0
0,1,0,2,0,0,0,0,2,0,0,0
0,0,0,1,1,0,1,0,1,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,0,0,0
1,0,0,1,0,0,1,0,0,0,98,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,0,0,0,1,0,0,0
0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,2,0,0,1,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0
0,0,1,1,1,0,1,0,1,0,21,0
1,0,0,0,1,0,1,1,1,0,174,0
1,0,1,2,0,1,0,0,1,0,265,0
0,0,2,0,0,0,1,0,2,0,35,0
0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,2,1,0,0,0,0,0,0,0
0,0,0,2,0,0,1,0,1,0,184,0
0,0,4,1,0,0,1,0,2,0,198,0
0,0,0,0,0,0,1,0,1,0,0,0
0,0,0,2,0,0,1,0,1,0,39,0
0,0,0,0,1,0,0,0,0,0,3,0
0,0,1,0,1,0,0,0,2,0,16,0
1,0,0,2,0,0,0,0,3,0,0,0
0,0,0,0,1,0,1,0,1,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,1,1,0,0,0,0,0,0,0
0,0,2,1,0,0,0,0,2,0,0,0
0,1,0,1,0,0,0,0,3,0,71,0
1,0,1,0,0,0,0,0,3,0,0,0
0,1,4,1,0,0,0,0,0,0,0,0
1,0,0,1,0,0,1,0,1,30,581,0
1,0,0,0,0,0,1,0,1,0,196,0
0,0,0,0,0,0,1,0,1,0,424,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,7,0
0,0,0,1,1,0,1,0,0,0,3,0
1,0,0,0,1,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,1,0,40,0
0,1,2,2,0,0,1,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,8,0
1,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0
0,0,1,1,1,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0,1,0,41,0
0,0,0,2,0,0,1,0,0,0,0,0
0,1,3,1,0,0,0,0,2,0,0,0
0,0,0,2,1,0,1,0,1,0,0,0
1,1,1,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,2,0,0,0,0,1,0,23,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,1,0,0,0,0,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,1,0,0,0,0,0
0,0,0,2,0,0,1,0,1,0,164,0
0,1,0,1,0,0,0,0,3,0,0,0
1,0,0,0,0,0,0,0,1,15,175,0
1,1,0,0,1,0,0,0,3,0,0,0
0,0,0,1,0,0,0,0,3,0,118,0
0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,10,0
0,0,0,1,0,0,0,0,3,0,246,0
0,0,3,1,0,0,0,0,1,0,28,0
1,0,1,0,1,0,1,0,0,0,2,0
1,0,4,2,0,0,0,0,1,0,0,0
0,0,0,2,0,0,0,0,0,0,53,0
0,0,0,0,0,0,0,0,3,0,0,0
0,0,0,1,0,0,1,0,3,0,167,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0,332,0
0,0,0,2,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,1,0,0,0,49,0
1,0,1,2,0,0,0,0,1,0,235,0
1,0,1,0,1,0,0,0,3,0,0,0
0,0,0,0,1,0,0,0,1,0,0,0
0,0,1,2,0,0,0,0,1,0,0,0
1,0,1,1,1,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,2,0,2,0
0,0,0,0,1,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0,0,0,0,0
1,0,1,2,0,0,0,0,1,0,95,0
1,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,1,0,0,0,2,0,1559,0
0,0,0,0,1,0,0,0,1,0,11,0
0,0,0,2,1,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,1,0,53,0
0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,2,0,0,0,0,0,0,0,0
0,0,1,2,1,0,0,0,3,0,0,0
1,0,1,1,0,0,1,0,1,57,479,0
1,0,0,2,0,0,0,0,2,0,0,0
0,0,0,2,0,0,0,0,0,0,7,0
0,0,0,0,0,0,1,0,1,0,10,0
0,1,1,1,1,0,0,0,0,0,0,0
1,1,0,1,0,0,0,0,1,0,328,0
0,0,1,2,0,0,0,0,0,0,30,0
0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,7,0
1,0,2,0,0,0,0,0,1,0,0,0
0,0,1,2,1,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,1,0,137,0
0,0,1,1,1,0,0,0,0,0,164,0
0,1,1,0,0,0,1,0,2,0,0,0
0,1,0,0,0,0,1,0,2,11,13,0
0,0,0,1,1,0,0,0,0,0,0,0
0,0,0,1,1,0,0,0,0,0,98,0
0,0,0,1,0,0,0,0,1,0,172,0
0,0,0,2,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,1,0,1,0,0,0
0,0,0,2,1,0,1,0,0,0,0,0
1,0,0,2,0,0,0,0,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0
1,0,1,1,0,0,1,1,0,0,0,0
1,0,0,2,1,0,0,0,1,0,50,0
1,0,0,2,1,0,0,0,0,0,0,0
0,0,1,2,1,0,0,0,0,0,0,0
1,1,0,1,1,0,0,0,1,70,0,0
1,0,0,0,1,0,0,0,1,0,62,0
0,1,1,1,0,0,0,0,2,0,4,0
